id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
108129,Private room in East Village,903322,Alex,Manhattan,East Village,40.74586,-73.87107,Private room,152.0,1,14,2019-04-15,0.55,2,347
108130,Private room in Financial District,94402,Sara,Manhattan,Financial District,40.81288,-73.99657,Private room,102.0,7,3,2019-03-15,0.49,2,320
108131,Entire home/apt in Midtown,450430,Alex,Manhattan,Midtown,40.78085,-73.95002,Entire home/apt,182.0,1,2,2019-04-15,0.0,5,365
108132,Entire home/apt in Midtown,321918,Chen,Manhattan,Midtown,40.78225,-73.9989,Entire home/apt,198.0,30,3,2019-06-15,0.0,2,159
108133,Private room in Bushwick,642797,David,Brooklyn,Bushwick,40.65905,-73.96531,Private room,76.0,2,13,2019-01-15,0.98,1,281
108134,Private room in Hell's Kitchen,70567,David,Manhattan,Hell's Kitchen,40.77486,-73.97172,Private room,187.0,3,5,2019-06-15,0.72,4,365
108135,Entire home/apt in Williamsburg,52285,Maria,Brooklyn,Williamsburg,40.67884,-73.96575,Entire home/apt,186.0,3,5,2019-02-15,0.08,1,101
108136,Private room in Long Island City,401116,Wei,Queens,Long Island City,40.75237,-73.78416,Private room,76.0,1,5,2019-05-15,0.31,3,28
108137,Private room in Financial District,112342,Alex,Manhattan,Financial District,40.77369,-73.9673,Private room,183.0,4,12,2019-01-15,0.31,2,48
108138,Private room in Upper East Side,908229,David,Manhattan,Upper East Side,40.81556,-73.95289,Private room,162.0,4,4,2019-01-15,0.41,2,0
108139,Private room in Park Slope,107730,Sara,Brooklyn,Park Slope,40.69668,-73.94775,Private room,92.0,7,13,2019-03-15,0.35,1,90
108140,Private room in Crown Heights,44570,Fatima,Brooklyn,Crown Heights,40.67727,-73.91811,Private room,70.0,2,9,2019-03-15,0.17,2,154
108141,Private room in Upper East Side,26853,Alex,Manhattan,Upper East Side,40.74629,-73.95192,Private room,99.0,5,6,2019-06-15,0.71,2,344
108142,Entire home/apt in Bushwick,136774,Chen,Brooklyn,Bushwick,40.71824,-73.98216,Entire home/apt,104.0,1,9,2019-08-15,0.0,1,146
108143,Entire home/apt in Astoria,284718,Sara,Queens,Astoria,40.74305,-73.76629,Entire home/apt,96.0,2,12,2019-05-15,0.58,1,122
108144,Private room in Harlem,299870,Sara,Manhattan,Harlem,40.77806,-74.03263,Private room,81.0,14,4,2019-04-15,0.0,1,8
108145,Private room in Williamsburg,842168,Priya,Brooklyn,Williamsburg,40.6763,-73.93118,Private room,61.0,1,5,2019-07-15,0.13,1,30
108146,Entire home/apt in Crown Heights,334586,Fatima,Brooklyn,Crown Heights,40.68208,-73.85951,Entire home/apt,122.0,7,11,2019-04-15,0.49,2,0
108147,Entire home/apt in Long Island City,839567,Wei,Queens,Long Island City,40.7767,-73.75897,Entire home/apt,71.0,5,10,2019-04-15,0.0,7,150
108148,Entire home/apt in Crown Heights,253430,Priya,Brooklyn,Crown Heights,40.68198,-73.95331,Entire home/apt,234.0,4,5,2019-08-15,0.0,1,103
108149,Entire home/apt in East Village,827649,Chen,Manhattan,East Village,40.79096,-74.02133,Entire home/apt,208.0,4,5,2019-01-15,0.99,1,365
108150,Private room in Upper West Side,804646,Maria,Manhattan,Upper West Side,40.78199,-73.99494,Private room,161.0,2,5,2019-06-15,0.2,3,173
108151,Private room in Hell's Kitchen,939548,Priya,Manhattan,Hell's Kitchen,40.82447,-73.93841,Private room,99.0,2,9,2019-05-15,0.0,1,204
108152,Private room in Long Island City,783409,Maria,Queens,Long Island City,40.73584,-73.80248,Private room,55.0,5,6,2019-05-15,0.0,1,342
108153,Entire home/apt in Upper East Side,737483,John,Manhattan,Upper East Side,40.80466,-73.95084,Entire home/apt,272.0,1,6,2019-06-15,0.73,4,264
108154,Private room in Hell's Kitchen,705837,Chen,Manhattan,Hell's Kitchen,40.83272,-73.96263,Private room,104.0,5,20,2019-06-15,1.13,1,189
108155,Entire home/apt in Financial District,457536,John,Manhattan,Financial District,40.78559,-73.99395,Entire home/apt,177.0,2,3,2019-04-15,0.59,2,22
108156,Entire home/apt in Bedford-Stuyvesant,819483,Miguel,Brooklyn,Bedford-Stuyvesant,40.74198,-73.94585,Entire home/apt,172.0,1,2,2019-06-15,0.27,2,73
108157,Entire home/apt in St. George,886102,Wei,Staten Island,St. George,40.59181,-74.14583,Entire home/apt,102.0,1,4,2019-05-15,0.0,3,138
108158,Entire home/apt in Flatbush,864150,Miguel,Brooklyn,Flatbush,40.70144,-73.9363,Entire home/apt,96.0,3,5,2019-04-15,0.52,2,8
108159,Entire home/apt in Bushwick,543048,Priya,Brooklyn,Bushwick,40.66066,-73.93281,Entire home/apt,184.0,3,8,2019-07-15,0.0,4,167
108160,Private room in Upper East Side,886703,John,Manhattan,Upper East Side,40.75074,-74.00019,Private room,106.0,1,0,,,1,81
108161,Entire home/apt in Park Slope,718048,Wei,Brooklyn,Park Slope,40.68698,-73.92756,Entire home/apt,112.0,2,9,2019-07-15,0.0,2,165
108162,Private room in Williamsburg,92589,John,Brooklyn,Williamsburg,40.66304,-73.93271,Private room,71.0,14,13,2019-01-15,0.0,1,146
108163,Entire home/apt in Bedford-Stuyvesant,418327,Priya,Brooklyn,Bedford-Stuyvesant,40.71687,-73.94982,Entire home/apt,183.0,7,13,2019-07-15,0.67,3,70
108164,Entire home/apt in Upper West Side,65765,Alex,Manhattan,Upper West Side,40.81221,-73.95333,Entire home/apt,163.0,1,7,2019-08-15,0.34,1,188
108165,Entire home/apt in Park Slope,17437,Miguel,Brooklyn,Park Slope,40.69464,-74.03511,Entire home/apt,124.0,1,7,2019-04-15,0.36,3,365
108166,Private room in Bedford-Stuyvesant,431059,John,Brooklyn,Bedford-Stuyvesant,40.65405,-73.96609,Private room,75.0,3,3,2019-05-15,0.04,1,40
108167,Entire home/apt in Flatbush,111208,David,Brooklyn,Flatbush,40.69917,-73.94062,Entire home/apt,150.0,5,10,2019-03-15,0.78,1,223
108168,Private room in Ridgewood,398046,Sara,Queens,Ridgewood,40.7446,-73.88358,Private room,68.0,4,3,2019-05-15,0.0,4,0
108169,Private room in Harlem,587060,Maria,Manhattan,Harlem,40.79493,-73.95741,Private room,190.0,1,0,,,4,32
108170,Entire home/apt in East Village,940582,Sara,Manhattan,East Village,40.8037,-73.97451,Entire home/apt,235.0,1,17,2019-08-15,0.0,1,0
108171,Entire home/apt in Crown Heights,318915,Fatima,Brooklyn,Crown Heights,40.68371,-73.91737,Entire home/apt,210.0,2,10,2019-02-15,0.43,3,201
108172,Private room in East Village,728682,Fatima,Manhattan,East Village,40.7763,-74.01712,Private room,123.0,2,7,2019-08-15,0.6,1,206
108173,Private room in Bedford-Stuyvesant,715256,Miguel,Brooklyn,Bedford-Stuyvesant,40.71318,-73.91476,Private room,97.0,4,14,2019-03-15,1.4,1,63
108174,Private room in Crown Heights,15262,Fatima,Brooklyn,Crown Heights,40.67728,-73.95038,Private room,73.0,30,5,2019-04-15,0.0,3,233
108175,Entire home/apt in East Village,136389,Priya,Manhattan,East Village,40.7852,-73.95984,Entire home/apt,211.0,1,4,2019-03-15,0.64,3,123
108176,Entire home/apt in East Village,400440,John,Manhattan,East Village,40.75549,-73.96956,Entire home/apt,179.0,1,11,2019-08-15,1.08,3,64
108177,Entire home/apt in Upper West Side,629150,Alex,Manhattan,Upper West Side,40.76791,-73.97419,Entire home/apt,185.0,5,7,2019-03-15,0.28,1,88
108178,Private room in Upper West Side,109560,Wei,Manhattan,Upper West Side,40.75815,-73.95648,Private room,81.0,3,8,2019-06-15,0.11,8,222
108179,Entire home/apt in Flatbush,798777,Alex,Brooklyn,Flatbush,40.66718,-73.95464,Entire home/apt,128.0,3,8,2019-05-15,0.3,2,17
108180,Entire home/apt in Hell's Kitchen,85739,Priya,Manhattan,Hell's Kitchen,40.76589,-73.9143,Entire home/apt,281.0,3,7,2019-03-15,0.35,4,291
108181,Private room in Bedford-Stuyvesant,927842,Priya,Brooklyn,Bedford-Stuyvesant,40.67214,-73.96957,Private room,79.0,4,6,2019-08-15,0.0,3,228
108182,Private room in Ridgewood,261981,Chen,Queens,Ridgewood,40.73109,-73.68894,Private room,55.0,3,10,2019-01-15,0.63,1,156
108183,Entire home/apt in Upper East Side,90887,Wei,Manhattan,Upper East Side,40.82611,-74.0056,Entire home/apt,121.0,1,8,2019-01-15,1.11,3,256
108184,Private room in Financial District,540668,Wei,Manhattan,Financial District,40.80668,-73.95341,Private room,137.0,7,3,2019-06-15,0.0,2,0
108185,Entire home/apt in Bushwick,876568,Miguel,Brooklyn,Bushwick,40.70379,-73.94931,Entire home/apt,142.0,1,13,2019-01-15,1.03,1,147
108186,Entire home/apt in Bedford-Stuyvesant,355632,Miguel,Brooklyn,Bedford-Stuyvesant,40.70464,-73.98348,Entire home/apt,213.0,2,10,2019-05-15,0.67,2,168
108187,Shared room in Astoria,470061,Fatima,Queens,Astoria,40.71351,-73.79555,Shared room,48.0,5,4,2019-05-15,0.24,2,130
108188,Private room in Upper East Side,182589,David,Manhattan,Upper East Side,40.77222,-73.93093,Private room,107.0,5,12,2019-06-15,0.0,1,99
108189,Entire home/apt in Williamsburg,942110,Alex,Brooklyn,Williamsburg,40.69364,-73.9547,Entire home/apt,162.0,2,1,2019-01-15,0.0,3,152
108190,Private room in Flushing,616571,Priya,Queens,Flushing,40.72913,-73.75571,Private room,36.0,4,8,2019-06-15,0.69,5,79
108191,Entire home/apt in Williamsburg,960860,Alex,Brooklyn,Williamsburg,40.65172,-73.89073,Entire home/apt,123.0,4,7,2019-05-15,0.45,2,82
108192,Entire home/apt in Harlem,849036,Alex,Manhattan,Harlem,40.80664,-73.96767,Entire home/apt,173.0,4,2,2019-08-15,0.0,4,108
108193,Entire home/apt in Hell's Kitchen,976709,John,Manhattan,Hell's Kitchen,40.78116,-73.9525,Entire home/apt,305.0,1,1,2019-06-15,0.15,3,197
108194,Private room in Hell's Kitchen,207114,Sara,Manhattan,Hell's Kitchen,40.75173,-73.95962,Private room,77.0,3,9,2019-05-15,0.0,1,137
108195,Entire home/apt in Upper West Side,754420,Sara,Manhattan,Upper West Side,40.77771,-73.94159,Entire home/apt,301.0,1,4,2019-05-15,0.71,4,149
108196,Entire home/apt in Greenpoint,680401,Alex,Brooklyn,Greenpoint,40.67266,-73.91894,Entire home/apt,155.0,14,4,2019-06-15,0.05,1,0
108197,Entire home/apt in Financial District,171900,Miguel,Manhattan,Financial District,40.76339,-73.9647,Entire home/apt,99.0,2,8,2019-01-15,0.61,1,259
108198,Entire home/apt in Bedford-Stuyvesant,852582,John,Brooklyn,Bedford-Stuyvesant,40.69924,-73.94854,Entire home/apt,163.0,5,7,2019-03-15,0.0,1,365
108199,Entire home/apt in Long Island City,937332,David,Queens,Long Island City,40.74642,-73.71516,Entire home/apt,64.0,14,13,2019-04-15,0.19,2,140
108200,Entire home/apt in Harlem,846164,Fatima,Manhattan,Harlem,40.76099,-73.94989,Entire home/apt,296.0,1,4,2019-02-15,0.11,1,71
108201,Private room in Harlem,602425,Fatima,Manhattan,Harlem,40.76624,-73.96832,Private room,175.0,1,6,2019-01-15,0.25,4,44
108202,Private room in Park Slope,853072,Wei,Brooklyn,Park Slope,40.67932,-73.96901,Private room,55.0,7,4,2019-05-15,0.41,3,17
108203,Entire home/apt in Greenpoint,741063,Fatima,Brooklyn,Greenpoint,40.68301,-73.96739,Entire home/apt,125.0,1,22,2019-07-15,0.91,3,235
108204,Private room in Flatbush,666355,Alex,Brooklyn,Flatbush,40.65633,-73.90478,Private room,101.0,1,3,2019-01-15,0.63,3,260
108205,Entire home/apt in Chelsea,350350,Miguel,Manhattan,Chelsea,40.76976,-73.95766,Entire home/apt,219.0,1,10,2019-03-15,0.82,1,86
108206,Entire home/apt in East Village,692185,Alex,Manhattan,East Village,40.75254,-73.99204,Entire home/apt,252.0,4,0,,,3,173
108207,Entire home/apt in Bedford-Stuyvesant,725737,Chen,Brooklyn,Bedford-Stuyvesant,40.63548,-73.97738,Entire home/apt,92.0,2,9,2019-08-15,0.72,3,351
108208,Private room in Harlem,287671,Priya,Manhattan,Harlem,40.79747,-73.98376,Private room,72.0,14,1,2019-08-15,0.06,1,98
108209,Private room in Park Slope,520331,Fatima,Brooklyn,Park Slope,40.66936,-73.9054,Private room,82.0,7,12,2019-05-15,0.88,1,235
108210,Entire home/apt in Park Slope,657879,John,Brooklyn,Park Slope,40.68593,-73.94489,Entire home/apt,144.0,4,1,2019-06-15,0.0,3,41
108211,Private room in Upper West Side,995950,Wei,Manhattan,Upper West Side,40.75665,-73.95785,Private room,83.0,2,0,,,1,19
108212,Entire home/apt in Upper West Side,636985,Fatima,Manhattan,Upper West Side,40.77463,-73.91918,Entire home/apt,248.0,2,4,2019-02-15,0.0,1,100
108213,Private room in Park Slope,909575,Fatima,Brooklyn,Park Slope,40.6654,-73.98457,Private room,89.0,5,4,2019-04-15,0.5,1,328
108214,Entire home/apt in Upper West Side,193302,David,Manhattan,Upper West Side,40.75703,-73.9547,Entire home/apt,432.0,3,10,2019-06-15,0.0,3,299
108215,Entire home/apt in Park Slope,893503,Chen,Brooklyn,Park Slope,40.68741,-73.9588,Entire home/apt,147.0,3,3,2019-01-15,0.0,4,146
108216,Entire home/apt in Upper East Side,205103,John,Manhattan,Upper East Side,40.77806,-73.99563,Entire home/apt,243.0,7,4,2019-02-15,0.33,1,302
108217,Private room in Williamsburg,611405,David,Brooklyn,Williamsburg,40.6814,-73.87533,Private room,132.0,1,14,2019-07-15,0.96,3,32
108218,Private room in Williamsburg,406713,Miguel,Brooklyn,Williamsburg,40.69455,-73.96683,Private room,107.0,14,3,2019-04-15,0.43,10,90
108219,Entire home/apt in Crown Heights,415725,Priya,Brooklyn,Crown Heights,40.65104,-73.97914,Entire home/apt,98.0,2,18,2019-08-15,0.82,3,236
108220,Private room in Astoria,134814,Chen,Queens,Astoria,40.72057,-73.81109,Private room,35.0,4,7,2019-02-15,0.51,1,353
108221,Private room in Bushwick,425175,Fatima,Brooklyn,Bushwick,40.70883,-74.00932,Private room,69.0,2,18,2019-01-15,0.81,2,130
108222,Entire home/apt in East Village,64466,Chen,Manhattan,East Village,40.76335,-73.96198,Entire home/apt,161.0,3,2,2019-03-15,0.31,1,0
108223,Private room in Harlem,689696,Fatima,Manhattan,Harlem,40.80018,-73.96867,Private room,98.0,3,5,2019-05-15,0.0,1,0
108224,Entire home/apt in Greenpoint,151118,Wei,Brooklyn,Greenpoint,40.68722,-73.95807,Entire home/apt,193.0,1,3,2019-04-15,0.13,3,84
108225,Private room in Ridgewood,610952,Fatima,Queens,Ridgewood,40.74113,-73.81851,Private room,51.0,2,2,2019-05-15,0.0,1,66
108226,Private room in Hell's Kitchen,385171,Maria,Manhattan,Hell's Kitchen,40.72309,-73.95506,Private room,150.0,2,4,2019-06-15,0.0,2,250
108227,Private room in Upper East Side,738659,John,Manhattan,Upper East Side,40.78881,-73.95932,Private room,100.0,3,10,2019-07-15,0.0,3,288
108228,Private room in Long Island City,957096,David,Queens,Long Island City,40.7468,-73.80166,Private room,60.0,3,4,2019-01-15,0.0,1,132
108229,Entire home/apt in Flushing,65227,Priya,Queens,Flushing,40.73121,-73.74319,Entire home/apt,77.0,1,21,2019-02-15,1.23,3,365
108230,Private room in East Village,721903,Sara,Manhattan,East Village,40.75508,-74.02504,Private room,82.0,2,7,2019-08-15,0.47,2,0
108231,Private room in Williamsburg,101310,Wei,Brooklyn,Williamsburg,40.68224,-73.91985,Private room,110.0,1,5,2019-04-15,0.09,3,112
108232,Private room in Bedford-Stuyvesant,942453,Fatima,Brooklyn,Bedford-Stuyvesant,40.70594,-73.95204,Private room,53.0,14,5,2019-02-15,0.0,1,119
108233,Shared room in Bedford-Stuyvesant,265354,Fatima,Brooklyn,Bedford-Stuyvesant,40.63815,-73.91556,Shared room,32.0,30,6,2019-07-15,0.0,6,168
108234,Private room in Harlem,449036,Priya,Manhattan,Harlem,40.75988,-73.99847,Private room,149.0,3,15,2019-08-15,1.17,2,109
108235,Entire home/apt in Financial District,130381,Priya,Manhattan,Financial District,40.78744,-73.95738,Entire home/apt,148.0,1,11,2019-04-15,0.65,1,65
108236,Entire home/apt in Midtown,851842,Wei,Manhattan,Midtown,40.75273,-73.9963,Entire home/apt,192.0,7,4,2019-02-15,0.43,6,181
108237,Entire home/apt in Bedford-Stuyvesant,563655,John,Brooklyn,Bedford-Stuyvesant,40.67894,-73.8615,Entire home/apt,106.0,4,8,2019-03-15,0.02,3,108
108238,Entire home/apt in Upper West Side,796759,Maria,Manhattan,Upper West Side,40.76908,-74.01088,Entire home/apt,186.0,1,6,2019-02-15,1.16,1,68
108239,Entire home/apt in Tompkinsville,51622,David,Staten Island,Tompkinsville,40.5914,-74.14996,Entire home/apt,98.0,14,7,2019-04-15,0.33,3,188
108240,Private room in Astoria,607692,David,Queens,Astoria,40.73179,-73.7267,Private room,58.0,3,6,2019-01-15,0.1,2,150
108241,Private room in Ridgewood,269165,Maria,Queens,Ridgewood,40.71299,-73.75705,Private room,65.0,1,7,2019-03-15,0.12,1,64
108242,Private room in Midtown,686792,Sara,Manhattan,Midtown,40.76193,-73.94437,Private room,90.0,4,9,2019-05-15,0.76,1,24
108243,Private room in Upper East Side,697350,Wei,Manhattan,Upper East Side,40.76185,-73.98978,Private room,148.0,4,1,2019-03-15,0.0,3,32
108244,Private room in Bushwick,87579,Chen,Brooklyn,Bushwick,40.69622,-73.99131,Private room,75.0,3,25,2019-05-15,0.69,2,14
108245,Private room in Bedford-Stuyvesant,282536,Sara,Brooklyn,Bedford-Stuyvesant,40.64596,-73.97252,Private room,102.0,14,10,2019-04-15,0.32,2,137
108246,Entire home/apt in Flushing,935786,Wei,Queens,Flushing,40.75294,-73.73308,Entire home/apt,64.0,2,7,2019-06-15,0.21,1,82
108247,Entire home/apt in Williamsburg,265033,Priya,Brooklyn,Williamsburg,40.65396,-73.95209,Entire home/apt,175.0,2,12,2019-08-15,0.72,1,164
108248,Entire home/apt in East Village,253170,Maria,Manhattan,East Village,40.7795,-73.91908,Entire home/apt,162.0,14,20,2019-08-15,0.61,1,192
108249,Shared room in Financial District,736239,Alex,Manhattan,Financial District,40.79133,-73.98752,Shared room,42.0,14,8,2019-06-15,1.02,2,57
108250,Entire home/apt in Greenpoint,516934,Miguel,Brooklyn,Greenpoint,40.69672,-73.90818,Entire home/apt,135.0,5,11,2019-06-15,0.0,1,182
108251,Shared room in Greenpoint,789056,Alex,Brooklyn,Greenpoint,40.67226,-73.9211,Shared room,39.0,1,8,2019-05-15,0.08,1,180
108252,Private room in Mott Haven,338913,Chen,Bronx,Mott Haven,40.81708,-73.87503,Private room,59.0,2,7,2019-04-15,0.0,2,98
108253,Private room in Bedford-Stuyvesant,672282,Sara,Brooklyn,Bedford-Stuyvesant,40.6589,-73.91697,Private room,80.0,3,7,2019-07-15,0.63,4,310
108254,Entire home/apt in Park Slope,546471,Alex,Brooklyn,Park Slope,40.66795,-73.89999,Entire home/apt,185.0,2,13,2019-08-15,0.78,3,183
108255,Entire home/apt in Harlem,909133,Maria,Manhattan,Harlem,40.77732,-74.00011,Entire home/apt,173.0,14,6,2019-01-15,0.4,2,207
108256,Entire home/apt in Midtown,586869,Wei,Manhattan,Midtown,40.75124,-73.9671,Entire home/apt,195.0,14,15,2019-07-15,0.6,6,79
108257,Entire home/apt in Bedford-Stuyvesant,622292,Chen,Brooklyn,Bedford-Stuyvesant,40.67817,-73.95278,Entire home/apt,108.0,14,15,2019-07-15,0.4,2,200
108258,Entire home/apt in Financial District,113997,Sara,Manhattan,Financial District,40.78612,-73.91877,Entire home/apt,334.0,1,1,2019-07-15,0.45,3,255
108259,Private room in Greenpoint,762068,John,Brooklyn,Greenpoint,40.66062,-73.94991,Private room,82.0,4,10,2019-06-15,0.72,1,160
108260,Private room in Astoria,663575,John,Queens,Astoria,40.77746,-73.77147,Private room,32.0,3,4,2019-02-15,0.8,2,233
108261,Entire home/apt in Upper West Side,330306,Priya,Manhattan,Upper West Side,40.7668,-73.97083,Entire home/apt,227.0,1,17,2019-07-15,1.6,1,178
108262,Private room in East Village,450088,Alex,Manhattan,East Village,40.77909,-73.94351,Private room,160.0,3,6,2019-02-15,0.48,1,213
108263,Private room in Flatbush,289004,David,Brooklyn,Flatbush,40.65512,-73.94959,Private room,191.0,2,15,2019-04-15,0.45,2,46
108264,Private room in East Village,697316,John,Manhattan,East Village,40.80055,-73.99253,Private room,138.0,1,5,2019-07-15,0.27,2,217
108265,Private room in Upper East Side,751102,David,Manhattan,Upper East Side,40.8096,-73.97618,Private room,90.0,2,4,2019-07-15,0.5,1,101
108266,Private room in Upper East Side,746624,Priya,Manhattan,Upper East Side,40.80766,-73.94382,Private room,174.0,5,9,2019-02-15,0.52,1,188
108267,Private room in Bedford-Stuyvesant,987840,Wei,Brooklyn,Bedford-Stuyvesant,40.68332,-73.9071,Private room,67.0,2,2,2019-03-15,0.37,1,136
108268,Private room in Greenpoint,185744,Priya,Brooklyn,Greenpoint,40.67058,-73.91294,Private room,94.0,1,12,2019-01-15,0.72,3,323
108269,Entire home/apt in Chelsea,529541,Alex,Manhattan,Chelsea,40.7792,-73.99615,Entire home/apt,201.0,2,3,2019-08-15,0.24,2,120
108270,Private room in Flushing,645303,Chen,Queens,Flushing,40.6995,-73.84243,Private room,47.0,7,6,2019-06-15,0.73,5,173
108271,Entire home/apt in Upper West Side,575430,Miguel,Manhattan,Upper West Side,40.76862,-73.97415,Entire home/apt,173.0,14,10,2019-03-15,0.37,2,15
108272,Private room in Williamsburg,810633,Alex,Brooklyn,Williamsburg,40.69323,-73.97017,Private room,104.0,3,4,2019-05-15,0.02,1,0
108273,Entire home/apt in East Village,784399,Sara,Manhattan,East Village,40.73012,-73.98294,Entire home/apt,166.0,7,5,2019-02-15,0.1,1,0
108274,Entire home/apt in Ridgewood,550731,Priya,Queens,Ridgewood,40.73083,-73.73839,Entire home/apt,93.0,2,6,2019-05-15,0.0,1,153
108275,Private room in Financial District,892618,Maria,Manhattan,Financial District,40.77705,-74.00159,Private room,127.0,7,3,2019-06-15,0.15,1,62
108276,Private room in Williamsburg,253138,David,Brooklyn,Williamsburg,40.69099,-73.89315,Private room,73.0,4,2,2019-01-15,0.76,6,134
